comment,label
"['do', 'not', 'be', 'easily', 'fooled', 'all', 'it', 'shock', 'alone', 'pm', 'most', 'world', 'class']",sarc
"['make', 'jokes']",sarc
"['inexhaustible', 'fool', 'must', 'tormented', 'spirits', 'underworld', 'Tun', 'can', 'cause', 'kinds', 'animals', 'child']",non-sarc
"['not', 'surprising']",non-sarc
"['I', 'laugh']",sarc
"['there', 'is', 'intelligent', 'twist']",sarc
"['Islamic', 'economic', 'dog', 'poop', 'economic', 'benefits', 'resource', 'investment', 'usury', 'illegal', 'gambling', 'corruption', 'fraud', 'liquor', 'trade', 'Israel', 'all', 'mixed', 'economy', 'like', 'say', 'Islam']",non-sarc
['hilarious'],sarc
"['I', 'pm', 'ashamed', 'right']",non-sarc
['buffoonery'],sarc
"['he', 'was', 'shocked', 'not', 'understand', 'people', 'want', 'got', 'go', 'go', 'go', 'it']",sarc
"['went', 'wrong']",non-sarc
"['who', 'delighted', 'taste', 'is', 'not', 'so', 'miserable', 'clown', 'can', 'not']",sarc
"['no', 'need', 'hear', 'a', 'liar', 'all', 'Islamic', 'countries', 'but', 'say', 'Malaysia', 'is', 'an', 'Islamic', 'state', 'or', 'fool', 'suppressed', 'by', 'new', 'I', 'believe', 'do', 'not', 'have', 'do', 'it', 'story', 'ok', 'good', 'leaders', 'understand', 'waste', 'time']",non-sarc
['head'],non-sarc
"['do', 'I', 'care']",non-sarc
"['self', 'indulgent', 'look']",sarc
"['Giggles', 'only', 'lah', 'do', 'not', 'spin', 'spin']",sarc
"['shit', 'is', 'motherfucker']",non-sarc
"['j', 'nurse', 'developed', 'a', 'taste', 'n', 'n', 'happy', 'be', 'luxurious', 'public', 'money']",non-sarc
"['grandfather', 'thou']",non-sarc
"['said', 'disposable', 'nose', 'stupid', 'flower', 'off', 'last', 'wry']",non-sarc
"['natural', 'foot', 'roll']",sarc
"['joke', 'blind', 'head', 'design', 'is', 'a', 'daily', 'news', 'advanced', 'it', 'did', 'not', 'know', 'it']",non-sarc
"['title', 'create', 'a', 'national', 'front', 'right', 'behind', 'mother']",non-sarc
"['are', 'happy', 'Malaysia', 'famous', 'in', 'world', 'it', 'can', 'be', 'done', 'donations']",sarc
"['yes', 'it', 'does', 'not', 'go', 'forward', 'people', 'can', 'beat', 'money']",non-sarc
"['O', 'wretched', 'leaders', 'Malaysia']",non-sarc
"['tun', 'always', 'been', 'flattering', 'recognized', 'is', 'not', 'good']",sarc
"['billion', 'donation', 'is', 'progressing', 'very', 'ready']",sarc
"['I', 'was', 'very', 'hurt', 'I', 'want', 'will', 'remove', 'scales', 'misbegotten', 'afflict', 'people']",non-sarc
"['morning', 'go', 'hell']",non-sarc
['blasted'],non-sarc
"['go', 'pee', 'is', 'strong']",non-sarc
['bullshit'],non-sarc
"['thanks', 'do', 'not', 'know', 'is', 'troubling', 'want', 'download', 'bile']",sarc
"['had', 'illegitimate', 'children']",non-sarc
"['does', 'money', 'go', 'people', 'tax']",sarc
"['Feint', 'just', 'do', 'not', 'believe', 'is', 'all', 'useless']",sarc
"['developed', 'in', 'lies', 'deceit', 'devil']",non-sarc
['life'],non-sarc
"['good', 'more', 'advanced', 'economies', 'right', 'up', 'up', 'head', 'bastard']",sarc
['useless'],non-sarc
"['gone', 'is', 'head', 'penis']",non-sarc
"['Brunei', 'go', 'it', 'alone', 'shock', 'pm']",sarc
"['Islamic', 'economics', 'is', 'useless']",non-sarc
"['most', 'devastated', 'many', 'n', 'fool', 'kill']",non-sarc
['right'],sarc
"['developed', 'donors']",sarc
"['cis', 'go', 'is', 'hypocritical', 'leaders']",sarc
"['self', 'indulgent', 'pm']",sarc
"['pm', 'beautiful', 'congratulations', 'on', 'paper', 'even', 'keep', 'it', 'up']",sarc
"['pm', 'most', 'misbegotten']",non-sarc
"['so', 'crazy', 'pm']",non-sarc
['nan'],non-sarc
"['pm', 'happy', 'but', 'people', 'suffer', 'fools', 'all', 'time']",sarc
"['pm', 'more', 'happy', 'people', 'get', 'lost', 'quickly', 'people', 'living', 'alone', 'is', 'not', 'fun', 'kid', 'does', 'not', 'want', 'a', 'big', 'burden', 'people', 'already', 'dead']",non-sarc
"['I', 'pm', 'most', 'disgusted', 'a', 'talk', 'like', 'fact', 'people', 'm', 'getting', 'all', 'poor', 'being', 'oppressed', 'by', 'government', 'own', 'all', 'right', 'n', 'forced', 'more', 'goods', 'ministers', 'are', 'busy', 'doing', 'people', 'money', 'numbness', 'm', 'luck', 'is', 'not', 'na', 'help', 'Malaysians', 'now', 'can', 'no', 'longer', 'bear', 'not', 'explode']",non-sarc
"['loud', 'panting', 'correct', 'daily', 'news']",non-sarc
"['urine', 'only', 'work', 'he', 'is']",non-sarc
"['noticed', 'was', 'very', 'nice', 'remember', 'is', 'he', 'forgot', 'tun', 'advanced', 'in', 'Malaysia', 'know', 'a', 'world', 'only', 'last', 'connector', 'scrape', 'people', 'money']",sarc
"['is', 'very', 'advanced', 'fall']",sarc
"['docking', 'is', 'fool', 'people', 'only']",non-sarc
"['progressively', 'destroy', 'country', 'economy']",non-sarc
"['long', 'lazy', 'comment']",non-sarc
"['I', 'want', 'throw', 'criminals', 'out', 'mica']",non-sarc
"['advanced', 'print', 'head', 'brain', 'does', 'not', 'use', 'a', 'vacuum']",non-sarc
"['foul', 'mouth']",non-sarc
"['own', 'pm', 'tomorrow', 'while', 'have', 'power', 'make', 'it', 'like', 'it', 'all', 'rights', 'people', 'as', 'much', 'but', 'have', 'remember', 'time', 'fall', 'later', 'then', 'all', 'people', 'will', 'step', 'on', 'head']",sarc
"['power', 'only', 'kinds', 'sentences']",sarc
"['no', 'direct', 'feeling', 'higher', 'cost', 'living', 'most', 'unjust']",non-sarc
"['supposedly', 'happy', 'people', 'suffer', 'but', 'glad', 'wait', 'wait']",sarc
"['joke', 'between', 'continents']",sarc
"['suit', 'walk', 'away', 'people', 'b', 'want', 'say', 'fuck', 'islam']",non-sarc
"['buffoonery', 'worldwide']",sarc
"['pm', 'king', 'comedy', 'Malaysia']",sarc
"['congratulations', 'pm']",non-sarc
"['most', 'developed', 'Islamic', 'countries', 'said', 'no', 'charlatan', 'leaders', 'in', 'Malaysia', 'may', 'be', 'world']",sarc
"['Islam', 'most', 'advanced', 'economy', 'supposedly', 'gambling', 'tax', 'greedy', 'evil', 'spirits', 'lawful', 'citizens', 'in', 'an', 'Islamic', 'country']",sarc
"['is', 'done', 'by', 'pack', 'support', 'jib', 'jib', 'grandfather', 'thanks', 'hard', 'life', 'people', 'bother', 'dear', 'minister', 'I', 'have', 'been', 'rich', 'interface', 'variable', 'ok', 'let', 'me', 'not', 'know', 'pleasure']",non-sarc
"['Islam', 'is', 'country', 'most', 'advanced', 'but', 'prime', 'minister', 'can', 'donate', 'most', 'every', 'citizen', 'including', 'recipients', 'be', 'let']",non-sarc
"['a', 'ha', 'ha']",sarc
['nan'],non-sarc
['nan'],non-sarc
['nan'],sarc
['chat'],sarc
"['majority', 'Malaysians', 'are', 'happy', 'die', 'in', 'near', 'future']",non-sarc
"['please', 'do', 'not', 'make', 'jokes', 'can', 'not']",sarc
"['Incoming', 'bucket', 'lift']",non-sarc
"['was', 'glad', 'did', 'not']",non-sarc
"['article', 'is', 'bald', 'mention', 'about', 'Islam', 'know', 'about', 'religion', 'Islam', 'is', 'not', 'seen', 'letter', 'can', 'not', 'change']",non-sarc
"['diarrhea', 'kid', 'laugh', 'I', 'read', 'statement']",sarc
"['compared', 'somalia', 'coat']",sarc
['drunk'],non-sarc
['joke'],sarc
"['eat', 'shit', 'journalists', 'not', 'vary', 'either', 'bad']",non-sarc
"['head', 'blind']",non-sarc
"['mu', 'mu', 'football', 'is', 'indeed', 'leader', 'Malaysia', 'rights', 'wretched', 'hope', 'can', 'reply', 'is', 'ministers', 'are', 'aware', 'cronies', 'injustice', 'mu', 'mu', 'is', 'not', 'lawful', 'eat', 'people', 'money', 'causes', 'people', 'suffer', 'wait', 'is', 'a', 'punishment', 'God']",non-sarc
"['gabby', 'strong']",non-sarc
"['jackass', 'pm', 'said', 'word']",non-sarc
"['Happy', 'is', 'troublesome', 'people', 'can', 'money']",sarc
"['strong', 'bubbling', 'stuff', 'write', 'more', 'stuff', 'in', 'pants', 'why', 'it']",sarc
"['ticklish', 'armpit', 'oh', 'I', 'hear', 'it', 'feel', 'like', 'bowel']",sarc
['nest'],sarc
"['there', 'is', 'so', 'advanced', 'it', 'blasted']",sarc
"['I', 'wan', 'na', 'laugh']",sarc
"['who', 'is', 'most', 'advanced', 'in', 'Malaysia']",sarc
"['pm', 'crazy']",non-sarc
"['chapter', 'flatter', 'people', 'do', 'not', 'know', 'clever', 'chants', 'child', 'care', 'own', 'chant', 'Islamic', 'faith', 'wearing', 'headscarf', 'quiet', 'evening', 'it', 'is', 'right', 'now', 'is', 'jib', 'dead']",non-sarc
"['Malaysia', 'is', 'filled', 'most', 'titles']",sarc
"['is', 'self', 'indulgent']",sarc
"['gulp', 'most', 'corrupt', 'leaders', 'Islam', 'have', 'not', 'chart', 'son', 'also', 'saw', 'list']",sarc
['knave'],non-sarc
['puppet'],sarc
"['made', 'best', 'hope', 'getting', 'people', 'happy', 'afterlife']",non-sarc
['shock'],sarc
"['who', 'name', 'is', 'yet', 'a', 'feeling', 'like', 'bawdy', 'only', 'please', 'do', 'not', 'want', 'do', 'not', 'want']",sarc
"['brewery', 'father', 'said', 'official']",non-sarc
"['is', 'only', 'stop', 'do', 'not', 'contribute', 'Malaysia', 'grandfather', 'stopped', 'only', 'do', 'destroy', 'a', 'rest', 'home', 'near', 'good', 'coffee']",non-sarc
"['yale', 'most', 'advanced', 'but', 'people', 'right', 'withdraw', 'fraud']",sarc
"['congratulations', 'Malaysia']",non-sarc
['congratulations'],non-sarc
"['pm', 'jackass', 'ever', 'produced', 'Malays', 'orangutan']",non-sarc
"['pm', 'last', 'day']",sarc
"['Islamic', 'economics', 'does', 'make', 'go', 'forward', 'but', 'have', 'not', 'developed', 'more', 'tired', 'more', 'na', 'have', 'follow', 'all']",sarc
"['also', 'arrived', 'vomiting']",non-sarc
"['Islamic', 'countries', 'tax', 'there', 'are', 'alcohol', 'gambling', 'evenly']",non-sarc
['penis'],non-sarc
"['bad', 'people']",non-sarc
"['Islam', 'most', 'advanced', 'economy', 'not', 'slap', 'read']",sarc
"['Malaysia', 'is', 'self', 'indulgent', 'pm']",sarc
"['never', 'in', 'history', 'Malay', 'Malaysian', 'now', 'people', 'are', 'facing', 'se', 'atmosphere', 'so', 'stupid', 'people', 'want']",non-sarc
"['ass', 'mother']",non-sarc
"['I', 'do', 'not', 'believe', 'please', 'resign']",non-sarc
"['head', 'blind']",non-sarc
"['na', 'work', 'trick', 'only']",non-sarc
['chat'],sarc
"['not', 'good', 'trick', 'know', 'sin']",sarc
"['most', 'advanced', 'developed', 'fall', 'hike']",sarc
"['anal', 'rays']",non-sarc
"['pm', 'honored', 'be', 'loved']",non-sarc
"['he', 'was', 'joking']",sarc
"['advanced', 'thing', 'it', 'feels', 'more', 'advanced', 'qatar']",non-sarc
['say'],sarc
['only'],sarc
['useless'],non-sarc
['nan'],sarc
"['can', 'most', 'advanced', 'turkey', 'much', 'better', 'is', 'evil']",non-sarc
"['Step', 'forward', 'strangle', 'people', 'money']",sarc
"['mak', 'right']",non-sarc
"['crazy', 'self', 'indulgent', 'sesame']",sarc
"['awful', 'phlegm']",non-sarc
"['self', 'indulgent', 'jib']",sarc
['winch'],non-sarc
"['he', 'developed', 'own']",sarc
"['happy', 'mu', 'suffering', 'I', 'do', 'not', 'know', 'misery', 'suffering', 'people', 'due', 'expire']",sarc
"['he', 'good', 'chatting', 'only', 'it', 'is', 'forward', 'progress', 'is', 'controlled', 'economy', 'Tuesday', 'it', 'is', 'sad']",sarc
"['advanced', 'economies', 'shit']",non-sarc
"['essentially', 'marginalized', 'Malay', 'Islamic', 'Malay', 'leaders', 'were', 'preoccupied', 'donations', 'only']",sarc
"['ass', 'mother']",non-sarc
"['it', 'is', 'self', 'indulgent', 'husband', 'wife', 'face', 'wall', 'china']",sarc
"['world', 'richest', 'beggar', 'unclean', 'billions']",sarc
"['Islam', 'has', 'long', 'economic', 'civilization', 'far', 'more', 'advanced', 'last', 'previous']",non-sarc
"['Drinking', 'water', 'sucker']",non-sarc
"['servant', 'curse', 'care', 'continue', 'efforts']",non-sarc
"['advanced', 'head']",non-sarc
"['congratulations', 'pm', 'last']",non-sarc
"['not', 'like']",non-sarc
"['good', 'job', 'pm']",non-sarc
"['do', 'not', 'follow', 'Islamic', 'economics', 'only', 'have', 'follow', 'all', 'it']",non-sarc
"['ass', 'mother', 'government', 'report', 'under', 'rule', 'can', 'not', 'be', 'applied', 'all', 'far', 'reality', 'faced', 'by', 'people']",non-sarc
"['do', 'not', 'know', 'advanced']",sarc
"['There', 'is', 'a', 'bus', 'advanced', 'developed', 'countries', 'dung', 'is']",non-sarc
"['correct', 'Malaysian', 'economy', 'is', 'booming', 'fast', 'track', 'national', 'ranks', 'people', 'now', 'working', 'hard', 'pack', 'cronies']",non-sarc
"['people', 'are', 'never', 'happy', 'fact', 'all', 'world', 'see', 'brother', 'fake', 'fake', 'are', 'not', 'in']",sarc
"['grandfather', 'mother', 'fucker']",non-sarc
['it'],non-sarc
"['advanced', 'fecal']",non-sarc
['nan'],sarc
"['sake', 'allah', 'pm', 'does', 'not', 'feel', 'all', 'am', 'feeling', 'increasingly', 'tested', 'by', 'depreciation', 'currency', 'is', 'still', 'able', 'eat', 'thanks', 'again', 'ns']",sarc
['nan'],non-sarc
"['not', 'developed', 'any', 'kind', 'docking', 'people', 'eating', 'money']",non-sarc
"['fact', 'win', 'over']",sarc
"['prime', 'minister', 'is', 'not', 'a', 'prime', 'fool', 'nobody', 'is', 'going', 'believe', 'jib']",sarc
['joke'],sarc
['nan'],non-sarc
"['best', 'I', 'pray', 'healthy', 'strong', 'in', 'facing', 'in', 'allah']",non-sarc
"['thank', 'ds']",non-sarc
['joke'],sarc
"['advanced', 'mange']",non-sarc
"['pig', 'it', 'na', 'comment']",non-sarc
"['It', 'hard', 'not', 'na', 'happy']",non-sarc
"['is', 'very', 'happy']",sarc
"['go', 'hang']",non-sarc
"['is', 'not', 'kind', 'happy', 'Malaysia', 'is', 'an', 'Islamic', 'country', 'most', 'corrupt']",sarc
"['blind', 'world']",sarc
"['testicles', 'talk', 'like', 'glue', 'suction', 'only']",non-sarc
"['most', 'advanced', 'economic', 'life', 'people', 'but', 'not', 'developed']",sarc
"['piss', 'people', 'hope', 'can', 'reply', 'always', 'troublesome', 'people']",non-sarc
"['I', 'do', 'not', 'believe', 'any', 'said']",non-sarc
"['father', 'ale', 'testicles', 'wretched']",non-sarc
"['Thanks', 'so', 'somehow', 'I', 'am', 'proud', 'be', 'a', 'Malaysian']",non-sarc
"['head', 'testicles', 'blind', 'hearts', 'he']",non-sarc
"['advanced', 'good', 'life', 'people', 'in', 'charge', 'various', 'tax', 'oppressed', 'people', 'suffer', 'advanced', 'stupid']",non-sarc
['nan'],non-sarc
"['forward', 'is', 'going', 'come', 'here', 'breweries', 'largest', 'gambling', 'center', 'forward', 'Islam', 'blind', 'us']",sarc
"['do', 'not', 'only', 'ridiculous', 'fantasy', 'I', 'can', 'understand', 'not', 'say', 'Islam', 'said', 'economic']",non-sarc
"['feeling', 'self', 'indulgent']",sarc
"['all', 'hypocrisy']",non-sarc
['dream'],sarc
['nan'],non-sarc
"['devil', 'is', 'devil', 'bald']",non-sarc
['stench'],non-sarc
['blah'],non-sarc
"['pm', 'most', 'poor', 'in', 'century', 'sputum', 'pm', 'billion']",non-sarc
"['acting', 'alone', 'went', 'bald', 'was', 'people', 'scrounge', 'only']",non-sarc
"['advanced', 'pocket', 'near']",sarc
"['a', 'nurse', 'happy', 'people', 'suffering', 'millions', 'viewers']",non-sarc
['nan'],non-sarc
"['misbegotten', 'statement']",non-sarc
"['rampant', 'liquor', 'factory']",non-sarc
"['PM', 'step', 'down', 'is', 'people', 'have', 'suffer', 'administration', 'not', 'worthy', 'continue', 'be', 'am']",non-sarc
['nan'],non-sarc
"['own', 'right', 'shock']",sarc
"['pan', 'pm', 'an', 'ear', 'discharge', 'people', 'ignored']",non-sarc
"['wit', 'out', 'people', 'do', 'announce']",sarc
"['Islamic', 'economic', 'cigarette', 'tax', 'liquor', 'store', 'night', 'club', 'gambling', 'lawful']",sarc
"['yay', 'forward', 'strangle']",sarc
['lark'],sarc
['thank'],non-sarc
"['chief', 'fathers']",non-sarc
"['happy', 'happy', 'is', 'cat', 'poop']",non-sarc
"['just', 'remember', 'support', 'only', 'time', 'will', 'come', 'fuck']",non-sarc
"['who', 'recognize', 'it', 'can', 'be', 'a', 'little', 'donation', 'money', 'coat']",sarc
"['advanced', 'on', 'pinch', 'people']",sarc
"['stupid', 'has', 'pm']",non-sarc
"['trust', 'in', 'God', 'alone', 'is', 'omniscient']",non-sarc
"['father', 'head', 'forward']",non-sarc
"['he', 'became', 'littered', 'urine']",non-sarc
"['piss', 'people']",non-sarc
"['most', 'useless', 'is', 'noticed', 'more']",sarc
"['bad', 'luck']",non-sarc
['nan'],sarc
"['silly', 'senile', 'old', 'man']",non-sarc
"['he', 'is', 'not', 'aware', 'all', 'people', 'talk', 'like', 'only']",non-sarc
"['right', 'near', 'mines', 'was', 'before', 'now', 'wishes', 'Malaysia']",sarc
"['must', 'be', 'proud', 'country', 'has', 'been', 'named', 'country', 'most', 'widely', 'used', 'graft']",sarc
"['developed', 'country', 'people', 'languish', 'minister', 'wealthy', 'people', 'suffering']",non-sarc
"['only', 'one', 'excited', 'someone', 'is', 'not', 'already']",sarc
"['advanced', 'steal', 'people', 'property', 'pm', 'stupid']",non-sarc
['joke'],sarc
['full'],sarc
"['most', 'swine', 'pm', 'century']",non-sarc
"['most', 'have', 'pee', 'there', 'is']",non-sarc
"['bastard', 'developed', 'Malaysia', 'is', 'an', 'Islamic', 'country', 'is', 'poorest', 'in', 'Malaysia', 'saw', 'arab', 'already', 'know']",non-sarc
"['Hobo', 'drink', 'a', 'lot']",sarc
"['lam', 'nun', 'hide', 'hide', 'hide', 'only', 'kite', 'nun', 'chapter']",non-sarc
"['Islam', 'is', 'said', 'create', 'economic', 'tax', 'burden', 'people', 'so', 'happy']",non-sarc
"['going', 'leave', 'world']",non-sarc
"['day', 'saw', 'advances', 'in', 'media', 'kid', 'does', 'not', 'do', 'enough', 'numb', 'b']",non-sarc
"['advanced', 'head', 'nod']",non-sarc
"['Jews', 'said', 'Malaysia', 'is', 'an', 'Islamic', 'country', 'is', 'advanced', 'being', 'able', 'suppress', 'people', 'Islam', 'pm', 'also', 'said']",non-sarc
"['head', 'harness', 'advanced', 'business', 'I', 'hit', 'chant', 'wasteful', 'attitude', 'a', 'dog']",non-sarc
['shock'],sarc
"['is', 'designed', 'faithful', 'still', 'aired', 'on', 'television', 'majority', 'Muslims', 'who', 'many', 'hardships', 'advanced', 'countries', 'empty', 'cans']",non-sarc
"['Malaysia', 'economic', 'squeeze', 'people']",non-sarc
['talking'],non-sarc
"['head', 'brain', 'pm', 'happiest', 'can', 'be', 'difficult', 'people']",non-sarc
"['advance', 'all', 'sign', 'pack', 'bags']",non-sarc
"['pm', 'most', 'corrupt']",non-sarc
"['did', 'choke', 'out', 'all', 'progress', 'is', 'stupid']",non-sarc
"['results', 'torturing', 'people']",sarc
"['ha', 'ha', 'ha', 'brain', 'snap', 'Islamic', 'economic', 'thought', 'economy', 'is', 'Islam', 'zakat', 'collected', 'Zakat', 'tithe', 'is', 'still', 'there', 'but', 'Islam', 'homeless', 'people', 'may', 'coat', 'donation']",sarc
"['pm', 'increasingly', 'averse', 'do', 'not', 'know', 'be', 'Malaysia', 'poor', 'all', 'too', 'severe', 'stupid']",non-sarc
['nan'],sarc
"['is', 'very', 'foolish', 'think', 'foam', 'foot', 'foot', 'panting', 'fan']",non-sarc
"['only', 'noticed', 'bald', 'man', 'work']",sarc
"['he', 'wanted', 'quit', 'is', 'a', 'little', 'faster', 'servants', 'do', 'not', 'heat']",non-sarc
"['most', 'tax']",sarc
"['forward', 'very', 'much', 'income', 'it']",sarc
"['please', 'do', 'not', 'use', 'name', 'Islam', 'tarnish', 'name', 'Islam']",non-sarc
"['Islamic', 'economy', 'is', 'very']",sarc
"['not', 'out', 'deceive', 'bastard', 'got', 'pm', 'tomorrow', 'due', 'copyright', 'claim', 'by', 'Malaysians', 'view', 'hereafter', 'death', 'is', 'already', 'a', 'lot', 'previous', 'leaders', 'already', 'dead', 'already', 'answered', 'not', 'run', 'out', 'again', 'in', 'grave']",non-sarc
"['are', 'head', 'anal']",non-sarc
"['Islam', 'is', 'most', 'advanced', 'economic', 'reality', 'as', 'sane', 'money', 'zakat', 'hajj', 'tube', 'was', 'it', 'was', 'be', 'caned']",non-sarc
"['on', 'paper', 'only']",sarc
"['Singapore', 'state', 'minister', 'in', 'country', 'zero', 'corruption', 'chinese', 'prime', 'minister', 'Malaysia', 'Malay', 'Muslims', 'but', 'corruption', 'highest', 'in', 'world']",non-sarc
"['pack', 'testicles']",non-sarc
['nan'],non-sarc
"['most', 'advanced', 'head', 'pack']",non-sarc
"['damn', 'jib']",non-sarc
"['head', 'forward', 'wretched', 'misbegotten', 'statement', 'is', 'no', 'longer', 'Malaysia', 'blind', 'God', 'may', 'cause', 'plague', 'on', 'people']",non-sarc
"['woe', 'has', 'title']",non-sarc
['Fooling'],non-sarc
"['world', 'belongs', 'same', 'praise', 'fool', 'minister']",non-sarc
"['yes', 'lah', 'cigarette', 'tax', 'revenues', 'by', 'liquor', 'jib']",sarc
"['is', 'story', 'jib', 'shame', 'I', 'was', 'so', 'close', 'chat', 'right', 'here', 'is', 'have', 'dementia']",sarc
"['dock', 'humping', 'added', 'wind', 'up', 'making', 'face', 'just', 'have', 'peel', 'useless', 'tube', 'pig', 'skin']",non-sarc
"['brain', 'nutmeg']",non-sarc
"['Islamic', 'economic', 'success', 'pal', 'tax', 'cost', 'living', 'leprosy', 'I', 'hate', 'see', 'face']",non-sarc
"['pm', 'most', 'troublesome', 'people', 'are', 'not', 'out', 'make', 'life', 'difficult', 'people']",non-sarc
"['most', 'wretched', 'people', 'century', 'more', 'happy']",non-sarc
"['pig', 'right']",non-sarc
['winch'],non-sarc
['tension'],non-sarc
"['developed', 'in', 'own', 'pocket']",sarc
"['do', 'not', 'feel', 'like', 'self', 'indulgent']",sarc
['nan'],sarc
"['corruption', 'no', 'one', 'was', 'proud', 'too', 'right']",non-sarc
"['do', 'not', 'go']",non-sarc
['oh'],sarc
"['avoid', 'praise', 'own']",sarc
['nan'],sarc
"['advanced', 'head', 'brain', 'mu']",non-sarc
"['Last', 'drinking']",non-sarc
['Fooling'],non-sarc
"['got', 'leader']",sarc
"['advanced', 'reasons', 'people', 'go', 'slaughterhouse', 'ha', 'misbegotten', 'policy']",non-sarc
"['so', 'extortion', 'proud', 'people', 'want']",non-sarc
"['had', 'wretched']",non-sarc
"['it', 'developed']",sarc
"['Islamic', 'bank', 'adhering', 'teachings', 'Islam', 'brain', 'dead', 'he', 'wanted', 'buy', 'house', 'its', 'own', 'car', 'shock', 'pm', 'Malaysia', 'is', 'still', 'capable', 'blasted', 'Malaysia', 'developed', 'advanced', 'any', 'people', 'still', 'pay', 'a', 'lot', 'other', 'awful', 'all', 'gang', 'cronies', 'eat']",non-sarc
"['is', 'be', 'developed', 'derma', 'billion', 'other', 'countries', 'there', 'is', 'no', 'right']",sarc
['winch'],non-sarc
"['most', 'advanced', 'most', 'corrupt', 'pm', 'happy', 'bear', 'brunt', 'country', 'debt']",sarc
"['but', 'only', 'only', 'people', 'who', 'know', 'pain', 'heart']",sarc
"['only', 'happy', 'n', 'miserable', 'people', 'village', 'do', 'not', 'see']",non-sarc
"['head', 'testicles', 'may', 'want', 'cheat', 'people', 'bangladesh']",non-sarc
"['most', 'advanced', 'good', 'be', 'true']",sarc
"['yes', 'it', 'is', 'very', 'advanced']",sarc
"['want', 'vomit', 'heard']",non-sarc
"['sorry', 'not', 'happy', 'at', 'all', 'kind', 'news', 'no', 'meaning', 'as', 'long', 'as', 'print', 'is']",non-sarc
"['are', 'happy', 'it', 'even', 'it', 'like', 'let', 'celebrate']",non-sarc
"['just', 'feel', 'like', 'he', 'does', 'not', 'know', 'people', 'are', 'miserable', 'life', 'but', 'also', 'be', 'forwarded']",sarc
"['was', 'sot', 'sot', 'head', 'Brunei', 'number']",non-sarc
['full'],sarc
['joke'],sarc
"['Bad', 'drinking', 'water', 'can', 'be', 'sprayed', 'center', 'near', 'laptop', 'reading', 'verse', 'Islam', 'most', 'advanced', 'economies', 'awful', 'laptop', 'out', 'I', 'was', 'right', 'xylophone']",sarc
"['poor', 'countries']",sarc
"['shock', 'money', 'donations', 'proceeds', 'people']",sarc
"['it', 'corruption', 'has', 'not', 'advanced']",sarc
"['wring', 'money', 'developed', 'countries', 'not']",non-sarc
['bastard'],non-sarc
"['outsiders', 'look', 'at', 'country', 'raining', 'gold', 'dock', 'facing', 'hail']",sarc
"['I', 'just', 'want', 'say', 'testicles']",non-sarc
"['can', 'fact', 'is', 'rather', 'most', 'advanced', 'lift', 'basket']",sarc
['tasteless'],non-sarc
"['congratulations', 'quotes', 'pm', 'islam', 'economy', 'is', 'worse', 'national', 'tax', 'infidel', 'people', 'scrape', 'prudent']",sarc
"['pack', 'jib', 'million', 'rich', 'people', 'money', 'is', 'there', 'answer', 't', 'keep', 'it', 'up']",sarc
"['advanced', 'sputum']",sarc
"['illusion', 'he']",sarc
"['yes', 'yes', 'yes']",sarc
"['it', 'is', 'trick', 'saw', 'someone', 'I', 'loved', 'very', 'deceptive', 'thing', 'I', 'knew', 'I', 'just', 'wanted', 'see', 'he', 'can', 'go', 'far']",non-sarc
['nan'],sarc
"['Islam', 'in', 'Malaysia', 'are', 'things', 'there', 'is', 'tax', 'be', 'halal', 'is', 'advanced']",sarc
"['misbegotten', 'jib']",non-sarc
"['fuck', 'pm']",non-sarc
"['I', 'knew', 'he', 'was', 'only', 'wretched']",non-sarc
"['is', 'name', 'father', 'head', 'Islamic', 'economic']",non-sarc
"['pm', 'already', 'missing', 'infant', 'brain', 'is', 'noisy', 'deaf', 'people', 'only']",sarc
"['Islamic', 'economy', 'developed', 'very', 'right', 'tax', 'is', 'also', 'going', 'consider', 'excise', 'tax', 'on', 'Islamic', 'economy', 'advanced', 'very', 'wide', 'economic', 'disbelieve', 'reject', 'insufficient', 'blood', 'like', 'ha', 'ha', 'already', 'is', 'lifting', 'basket', 'parents', 'go', 'pension', 'there', 'Malaysia', 'does', 'not', 'need', 'have', 'blood', 'heroes', 'like']",non-sarc
"['pack', 'developed', 'testicles', 'about', 'dead', 'people', 'load', 'quickly', 'make', 'it', 'a', 'god', 's', 'w', 't', 'pull', 'life', 'country', 'hate', 'cause', 'trouble']",non-sarc
['nan'],non-sarc
"['economic', 'donation', 'most', 'advanced', 'in', 'world', 'taxes', 'torturing', 'people', 'living', 'high', 'an', 'increase', 'oil', 'properly', 'transport', 'fares', 'are', 'ridiculous', 'boy', 'dubbed', 'father', 'Dracula', 'Malaysia', 'leaders', 'Malaysia', 'most', 'hated', 'by', 'people', 'it', 'demeans', 'Malay', 'leaders', 'as', 'untrustworthy']",non-sarc
"['it', 'is', 'not', 'sold', 'down', 'is', 'said']",non-sarc
['nan'],non-sarc
"['Malaysia', 'most', 'advanced', 'economy', 'in', 'Malaysia']",sarc
['garbage'],non-sarc
"['most', 'advanced', 'only', 'real', 'people', 'who', 'are', 'willing', 'bear', 'all', 'were', 'working', 'accommodate', 'families', 'now', 'spend', 'time', 'Tun', 'm', 'dab', 'pretty', 'good', 'salary', 'but', 'now', 'useless']",non-sarc
