comment,sent_majority,sarc_majority
Bugimak Najib.report gomen bwh pemerintahan dia sume xleh pkai.Jauh dr realiti yg dihadapi rakyat,neg,non-sarc
tang mane maju xtau.. hmm,pos,sarc
Bas maju ada la...negara maju????taik kau la najib..,neg,non-sarc
Btl tu najib...ekonomi rakyat mlysia semakin pesat laju ke landasan BN..rakyat skg berkerja keras tanggung kroni2 pak jibby....,pos,non-sarc
"rakyat tk prnh gembira hakikatnya. semuanya yg dunia tgk baik nya kau PALSU beb Palsuuuu x,D",neg,sarc
tok dia... puuiihihhhh madafaka,neg,non-sarc
Cikai la Lu...,neg,non-sarc
Maju taik palat,neg,non-sarc
Hahaha...,pos,sarc
Demi Allah.. km xtrasa semua tu pm oii.. rsa makin diuji dgn kejatuhan nilai matawang.. syukur la msh blh mkn ns lg..,pos,sarc
Puiiiii....,neg,non-sarc
X maju mcmna dok makan duit rakyat,neg,non-sarc
Yg ni win kenyataan diatas..hahhaa,pos,sarc
ni bukan perdana menteri..ni perdana menipu..xde spe nk prcaya kau la jib..,neg,sarc
Hahahhaahhaaha. Lawakkk,pos,sarc
Puihhhh,neg,non-sarc
Najib trbaik sy doakn najib sihat dn tabah mnghadapi dugaan in sya allah..,pos,non-sarc
Thank you ds najib,pos,non-sarc
Hahahahaha lawak,pos,sarc
Muja dalam kurap,neg,non-sarc
Babi. Tu je nk komen,neg,non-sarc
Xya nk gembira sgtla,neg,non-sarc
GEMBIRA LA SGT!!!!,pos,sarc
Pegi gantung diri...,neg,non-sarc
Bukan macam tue la..najib gembira kerana negara melaysia adalah sebuah negara islam paling banyak rasuah...,pos,sarc
wakakakkakakaka....buta ke dunia??,pos,sarc
Ah butoooo laaa .lu ckp mcm isap gam je.,neg,non-sarc
ekonomi paling maju tapi kehidupan rakyat x maju2...,pos,sarc
"Sudah2lh kencing rakyat Najip,semoga kau dpt balasan selalu menyusahkan rakyat....Amin",neg,non-sarc
Aku xcaya pun apa yg kau ckp.....,neg,non-sarc
"Lanjioiiiiiii, ale apak dy, jilake,",neg,non-sarc
"Alhamdulilah, biar mcm mn pn saya bangga jadi ANAK MALAYSIA :-)",pos,non-sarc
Kepala bana die..natang najib bute hati..,neg,non-sarc
Maju pada Mneteri2nya..Hidup senang lenang..Rakyat ditindas..di kenakan pelbagai cukai..Merana rakyat kerana menterinya Maju2 bdodhnya,neg,non-sarc
Puiiii!!!,neg,non-sarc
"Sbb maju lh..sampai Obama nk dtg cni...kilang arak,,pusat judi terbesar..kte Islam maju...bute ke.",neg,sarc
Ko jgn mengarut...itu fantasi shj!!!dh x berakal ble cakap....ekonomi islam konon...puihhh,neg,non-sarc
Perasaan syok sendiri....wek...,neg,sarc
Munafik semua ni...,neg,non-sarc
mimpi ke ape?,pos,sarc
puuuuiiiiihhhhh!!!!!,neg,non-sarc
ini lah zaman dajjal.. dajjal berkepala botak,neg,non-sarc
Hancing,neg,non-sarc
blah!,neg,non-sarc
Pm paling terbangsat di abad ini pm 2.6 billion puiihhh puiihhh kahaktuiihhh,neg,non-sarc
belakon je toyol botak ni.....maju tang mana rakyat pn kais pagi makan pagi je......,neg,non-sarc
Maju dkt poket kau...,pos,sarc
Dia sorg gembira rakyat bejuta2 menderita.,neg,non-sarc
Puuuiiiii,neg,non-sarc
Statement HARAMJADAH!!,neg,non-sarc
Kilang arak berluasa,neg,non-sarc
Pm najib berundurlh.. Rakyat dh menderita dgn pertadbiran kamu..dh tk layak KAmU meneruskn sebagai pm.,neg,non-sarc
Puihhh,neg,non-sarc
Syok sendiri tol,pos,sarc
Pm yg telinga kuali...luahan rkyat x dihirarukan...,neg,non-sarc
Hbs wit rakyat ko kerjakan..gembiralh,pos,sarc
ekonomi islam.erk cukai.dri arak rokok kelab2 mlm kdai judi halal.ke?hahhaa,neg,sarc
Yeyyy maju mencekik!!!,pos,sarc
Kelako,pos,sarc
Alhamdulillah,pos,non-sarc
Palo bpok mung,neg,non-sarc
Gembira? Gembira taik kucing hang lerrr! !,neg,non-sarc
Ingat cuma 23% je yang sokong ko... masanya akan tiba..banGSaT,neg,non-sarc
Hahahaaa. ... siapa yg iktiraf tu...  dpt sikit duit “derma” kot. ??????????????,pos,sarc
Maju diatas ‘keperitan’ rakyat...!,neg,sarc
Paluiio pnya pm!!,neg,non-sarc
Tawakal ja lah... Allah maha mengetahui...,pos,non-sarc
Kepala bapak die maju..,neg,non-sarc
Kencing dia makin bersepah..,neg,non-sarc
Kincing...INI org..,neg,non-sarc
Hahahaha paling habrak adalah perasan lebih najib ni .,neg,sarc
Macaaaaammmmm Siaaaallll.....,neg,non-sarc
Hahahahaha,pos,sarc
Megarut..org tua nyayok,neg,non-sarc
Dia ni sedar ke tidak ni?. cakap mcm org mamai je ni...,neg,non-sarc
"Tol kt the mines tu dulu 1.30,skrg 2.00. Maju jaya Malaysia",pos,sarc
Kita pn harus berbangga sbb negara kita dinobatkan negara paling byk mnggunakan rasuah..pphhuuiii..,neg,sarc
"Negara maju rakyat merana, menteri kaya rakyat derita..",neg,non-sarc
Kau seorang ajelah gumbira org lain x pun.,neg,sarc
maju mencuri harta rakyat.....PM bodoi,neg,non-sarc
Smkin lawak..puiikkk,pos,sarc
Syok sendiri....,pos,sarc
Pm paling babi abat ini,neg,non-sarc
Paling kne kencing dgn ko ade la jiby,neg,non-sarc
jadah kau maju. malaysia negara islam paling miskin ada lah. tgok arab dgn malaysia dah tau,neg,non-sarc
Batak najib ni. Minum ketum byk..,neg,sarc
Lam alip nun cha alip wau nun alip ja ya bab!,neg,non-sarc
Ekonomi islam kunun puii...buat cukai dn gst smpai rakyat jdi beban gmbira acik koe..,neg,non-sarc
Najib mohon pergi meninggalkan dunia,neg,non-sarc
Nmpak muka barua ni hari2 dlm media.......apa barua ni nk......x cukup ka dgn 2.6B dia kebas......,neg,non-sarc
Maju kepale hangguk,neg,non-sarc
Yahudi kata : Malaysia adalah negara islam yg maju kerna berjaya menindas rakyat Islam.. PM pun kata “hoorey”,neg,non-sarc
"Kepale abah ko maju, bisnes aku terjejas sbb sikap boros ko & bini ko anjeng",neg,non-sarc
Najib syok sendiri,pos,sarc
Phuii.. tu rancangan bersamamu masih setia lagi bersiaran di tv3.. kan majority org islam yg byk kesusahan.. apa yg negara majunya.... TIN KOSONG!!!!,neg,non-sarc
Ekonomi malaysia memeras rakyat,neg,non-sarc
mung kecekkkkk,neg,non-sarc
Kepala Hotak Engkaulah....PM Paling Gembira Dapat Susahkan Rakyat Sendiri,neg,non-sarc
Maju apa semua masuk ke kantong mu pak najib..,neg,non-sarc
Dan ko PM paling rasuah,neg,non-sarc
Habis smua kau cekek mmg la maju.bodos,neg,non-sarc
Hasil mndera rakyat..,pos,sarc
Ha ha ha ekonomi islam...sentap otak memikirkan..tang mana ekonomi islamnya tu..kutip zakat..fitrah..zakat tu zakat ni..tp umat islamnya masih ada merempat...mungkin sakau derma kot..,neg,sarc
Makin hari makin benci pm....nda tau apa kan jd msia ni..teruk...semua pun teruk....palui,neg,non-sarc
Hahahha....,pos,sarc
"Sapa la yg biol sangat bgi,pendapat tuuhhhh?..kaki jilat ke kaki kipas?.....",neg,non-sarc
Perasan je keje si botak ni,neg,sarc
Bila nk letak jawatan dia ni? Cepat2 la sikit... #MacaiJanganPanas,neg,non-sarc
Dan paling banyak cukai.,pos,sarc
Maju sangattt..banyak income kan,pos,sarc
Mohon jangan pakai nama Islam. Kau memburukkan nama baik Islam!,neg,non-sarc
Wah.ekonomi islam la sangat,pos,sarc
Xhbis2 nk menipu..haram jadah punya pm.....esok akn ku tuntut hak2 rakyt mlaysia dpdang msyar nnti....mati itu benar..dah bnyk pun pmimpin2 terdahulu dah mmpus....mnjwab xhbis lg dlm kubo,neg,non-sarc
Pale jubo ko la...,neg,non-sarc
Ekonomi islam paling maju?... Memang kenyataan sewel.. Duit zakat dan Tabung Haji pun kena sebat... Apa tu?,neg,non-sarc
On paper je,pos,sarc
"Di nagara Singapura menteri dia cina rasuah sifar, nagara Malaysia perdana menteri Melayu org islam tapi rasuah tertinggi di dunia.",neg,non-sarc
Butoooo pak hang mu najib...,neg,non-sarc
Puii,neg,non-sarc
Paling maju kepalo habah kau pak jibo oiiiii ppppuuuuuiiiihhhhj,neg,non-sarc
Jilake jib,neg,non-sarc
Maju kepala hang...statement celaka...bnda haram jadah ada lagi kat Malaysia ni oiiiiii.....buta ke apa...semoga allah jatuhkan bala pada org mcm ni....,neg,non-sarc
Jilake punye tajuk,neg,non-sarc
Merapuuu,neg,non-sarc
dunia mna yg puji.yg puji tu sama2 bdo dgn pak menteri,neg,non-sarc
Yela.hasil cukai rokok dengan arak.kannn jib..kan...,pos,sarc
Apelh yg ko cerita ni jib??malu aku kt cni.sembang tu biar betul lh.ke dh nyanyok?,neg,sarc
Walhal kita dok hentam dia ni..yg tambah naik angin buek muko toyo jer ..osah kulit dio toba mcm kulit kinzir,neg,non-sarc
PALA OTAK DIA..!!!,neg,non-sarc
"Ekonomi islam berjaya pal0  mung jibbyy  , gst, cukai , kos sara hidup gila babi .. puihhh benci aku tgk muka mu ..",neg,non-sarc
Pm paling menyusahkn rakyat x abis2 nk susahkn rakyat,neg,non-sarc
Paling celaka abad ini..rakyat lagi gembira kalo najib berambusss,neg,non-sarc
Babi betul .........,neg,non-sarc
Buttttoohh,neg,non-sarc
Arhhhhhhhhh tension....puiiiii,neg,non-sarc
Maju dlm poket sendiri Jibby,pos,sarc
Tak terase mcm syiok sendiri ke....opssss,pos,sarc
kah kahkah,pos,sarc
Rasuah no satu pun bangga juga kan?,neg,non-sarc
hg yg x maju,neg,non-sarc
Adduuuuduu...kesian..najip...najip..,pos,sarc
Eeelaak. ..puji dri sendiri,pos,sarc
wakakakaka...,pos,sarc
Maju kepala hotok mu,neg,non-sarc
lepas minum ketum ke najib,neg,non-sarc
Merapu.....,neg,non-sarc
Hehehe paling lol punya pemimpin,pos,sarc
Maju sbb pi sembelih rakyat....ha9......dasar haram jadah,neg,non-sarc
Setakat peras ugut rakyat nak bangga apa.,neg,non-sarc
Jilake punya jibby,neg,non-sarc
Maju tang mane tu,pos,sarc
"Perbankan islam berpegang pada ajaran islam hotak dia..sampai mampus nk bayar riba beli rumah ngan keta. Pm syok sendiri..Malaysia dah jahanam, masih cakap maju. Malaysia kalau maju pun rakyat tetap gaji bnyak tuh..yg lain smua geng kroni makan.",neg,non-sarc
Majuuuuuu  sgt sampai dpt derma bilion2 negara lain ade? X de kan......,pos,sarc
butuh,neg,non-sarc
"Paling maju,paling byk rasuah, pm gembira rakyat terbeban menanggung hutang negara...",neg,sarc
Haha tapi hanya rakyat sahaja yang tahu keperitan di hati,pos,sarc
Ko je yg gumbira n macai2... Rakyat sengsara kat kg2 ko buat2 x nmpk... Phuiii....,neg,non-sarc
Kpala butuh najib.. nk tipu rakyat bangla bolehlh,neg,non-sarc
Paling maju ?  Indah khabar dr rupa,pos,sarc
majulah lah sangat.....ya...,pos,sarc
Mau muntah dgr..,neg,non-sarc
"Sori....x gembira lngsung dgn berita camni, no meaning slagi pm adalah najib....",neg,non-sarc
Kita pun tumpang gembira la kalau mcm tu..jom celebrate ??,pos,non-sarc
Rasa nak gelak guling2 aje... dia tak tahu rakyat sedang sengsara... tapi kehidupan kena diteruskan juga..,pos,sarc
"Kepala najib sudah SOT SOT brunei,  number berapa.....?",neg,non-sarc
Syok sendiri,pos,sarc
Hahahahah....yg nie paling lawak,pos,sarc
elok2 tgah minum air bleh trsembur kt laptop bila bca ayat ni..... Ekonomi islam paling maju tuuuuuu.... hbis laptop aq..... ish....gambang waterpark btol la,pos,sarc
Bangsatwan negara.,neg,sarc
"Syok sendiri dengan duit sumbangan Dan kutipan daripada Rakyat,",pos,sarc
Jgn maju rasuah sudah lah,pos,sarc
perah duit rakyat.....negara maju pun x guna,neg,non-sarc
Mg Haramjadah,neg,non-sarc
Org luar tgk negara kita sedang hujan emas walhal kita dok ngadap hujan batu.,neg,sarc
1 je aku nk ckp najib butuhhhhhhh,neg,non-sarc
Hahaha..mana dpt fakta paling maju ni..agak2lah angkat bakul,pos,sarc
Hambarrr,neg,non-sarc
Syabas PM ekonomi islam kutip cukai lagi teruk dr negara kafir harbi...kau kikis rakyat cukop2....,neg,sarc
Pak jib org kaya duit juta2 ..menjawab la d sana t..kipidap,pos,sarc
Maju......!!!!! Harckkkkk Puihhhhhh,neg,sarc
ilusi dia ni,pos,sarc
yes.. yes..yes!!!,pos,sarc
Udah2 la tu menipu kami..Aku suka sgt tgok org nk tipu benda yg aku dh tahu..Cuma nk tgok jauh mna dia boleh pergi..,neg,non-sarc
Hahahaha,pos,sarc
Islam di msia apa khabar?.. benda haram ada tax jd halal. Mmmg termaju..!,neg,sarc
Haramjadah jib,neg,non-sarc
Bangsat...pm,neg,non-sarc
"Yg aku thu dia cilakeeeeee, tu je",neg,non-sarc
Ni la nme nye najib ??.. Ekonomi islam kpale bapak hg..,neg,non-sarc
Otak PM dah xda kot...rakyat dah bising buat pekak je...hahaha,neg,sarc
"Ekonomi Islam maju sgt kan. Gst, cukai2, haa ni plak nk pertimbangkan cukai eksais keatas vape. Ekonomi Islam termaju sgt. Mcm ekonomi kapir plak. Kapir pun x cekak darah mcm kau. Ha-ha. Sudah2 lh angkat bakul tu org tua. Pergi pencen sana. Malaysia x perlu dh darah pahlawan mcm kau.",neg,non-sarc
Butuh pak hang maju rakyat dh nk mampus dgn beban yg ko buat cepat2 la allah s.w.t tarik nyawa ko najid satu negara benci ko sbb menyusahkan semua org,neg,non-sarc
phuuuuiiih..,neg,non-sarc
Ekonomi derma yg termaju didunia....cukai yg dikenakan mendera rakyak...sara hidup tinggi....dan ditambah kenaikan minyak...tol...dan tambang pengangkutan yg tak masuk akal lansung....ajib boy digelar bapa drakula malaysia.....diantara pemimpin malaysia yg paling dibenci oleh rakyat kerana menjatuhkan martabat pemimpin melayu kerana tidak amanah...,neg,non-sarc
Turun!!!! Mmg dah tak laku da apa yg kau cakap!!,neg,non-sarc
phuiiii,neg,non-sarc
Ekonomi Malaysia paling maju di Malaysia haha ??,pos,sarc
Sampah,neg,non-sarc
Paling maju tuk dia je .....sbenarnya rakyat yg menangung Smua ....ada yg sanggup cari 2 keja tuk mnampung belanja kluarga skg....zaman tun m gaji 2.5 k dab cukup tp skg......hampeh,neg,non-sarc
Yela...kutipan cukai berjuta2 kan...xbg kat rakyat pun..geng2 najib yg kongsi sesame dorg,pos,sarc
Lol,pos,sarc
pm yg hati isap darah rakyat,neg,non-sarc
Ape lg mangkuk ni mengarut,neg,non-sarc
Wajib ade perkataan paling,pos,sarc
Celaka kau najib.,neg,non-sarc
Tahniah.....,pos,non-sarc
"Lepas sell out to tppa. Mmg aaa. Cuba kalau tak setuju tppa aritu, mmg kene kutuk manjang",pos,sarc
kah kah kah..mana2...statemnt sapa yg kata... bukti sistematik n saintifik pls...,pos,sarc
Taik,neg,non-sarc
Confirmed la.... Kita memang dalam zaman kesesatan....!!,neg,non-sarc
Belawok!,neg,non-sarc
Hehe.. Bgun pgi2 terbaca headline berita ni.. Lawak rasanya. Geli pulak ulu hati saya membacanya..,pos,sarc
PM paling BangsatNajisnazak=BN,neg,non-sarc
Lol,pos,sarc
Ekonomi islam????? Maju??? Palo toya mung....,neg,non-sarc
Saya gembira kalau najib cepat berambus,neg,non-sarc
jilake jibby,neg,non-sarc
Kepala bana ko,neg,non-sarc
Aminnn,pos,non-sarc
Syabas beliau seorang PEMIMPIN Islam yang BAIK,pos,non-sarc
APA ADA PADA NAMA RAKYAT PAPA KEDANA.TERTEKAN.DICEKEK.DIHISAP DARAH RAKYAT AMBIL DARI RAKYAT RM 20 SEHARI BAGI BRIM BERPILIH RM 14 SEN SEHARI KERAJAAN LINTAH DARAT....TIADA SEORANG PUN PM MSIA SEBELUM UNI KITIP GST PADA RAKYAT....TERLUNGKUPLAH BN PRU 14 NANTI.,neg,non-sarc
Bohong,neg,non-sarc
Yg duk kutuk2 najib tu.Marah sgt nmpak.Wakaka,pos,sarc
Maju? Coi...muntah hijau,neg,sarc
Baik yg dok kritik tu jd pm.maybe lagi teruk dr apa yg dia kata kan. Sokong DSN 100%,pos,non-sarc
Pm gembira rakyat derita,neg,non-sarc
Hahahaaaa nk muntahhhhhhhhh wek wek wek,pos,sarc
Selalu Gembira sorang2.. ..,pos,sarc
siok sendiri..,pos,sarc
"alhamdulillah, kito doakan yang terbaik",pos,non-sarc
Hak puihh,neg,non-sarc
Paling maju...???Dia buat lawak ka..??Paling ‘corrupt’ ada la..,pos,sarc
Negara paling tinggi cukai bahalol,neg,non-sarc
"dah la jib, jangan merapu..",neg,non-sarc
Nyanyuk barang kali ini orang tua mabuk......Tun M y berusia tu lagi handal dr ko...KETUMM,neg,non-sarc
Batok mu,neg,non-sarc
Ye kh plg maju.. Terlampau jg memuji.byk lg eko negara islam yg lbh baik dri malaysia slh satu cth qatar,neg,sarc
Pi mampus la ko Najib,neg,non-sarc
"Taihla maju...!!!dia saja maju,rakyat terseksa",neg,non-sarc
"Maju?brp ramai rakyat msia ni yg susah?maju konon,,,puiii",neg,non-sarc
Tahniah PM anda bertuah,pos,non-sarc
puuiii..,neg,non-sarc
Waw!,pos,sarc
Kenapa rakyat masih rasa susah lagi...maju ke tapi makin trbeban...,pos,sarc
HAha,pos,sarc
Butooo,neg,non-sarc
Nama islam but cekik darah kau kau n rasuah,neg,non-sarc
dia sorg je yg suke,pos,sarc
betul gak apa beliau kata tu..xusah la maki hamun beliau kalau xsuka..doakn yg baik sudah la..,pos,non-sarc
podahhhh!!!,neg,non-sarc
korok mung..,neg,non-sarc
Kepada bapak kau la jilake... Ekonomi keluarga n anak beranak kau ad la y paling maju dlm dunia,neg,non-sarc
Paler juboqqqqqq n kepala bapak Jibikkk lahhh....phuiiiikkkk,neg,non-sarc
Kepala hotak semah ko berjambul..,neg,non-sarc
Perrrggghhh,pos,sarc
Terbaik lah dato najib. Kami tetap sokong kerajaan dato najib !,pos,non-sarc
Tang mna yg mju ekonomi islam tu dato oiiiii??????,pos,sarc
Sembang lagi...sudah2 la jib,pos,sarc
dio ni gilo doh,neg,non-sarc
Lakhnat.,neg,non-sarc
Najib kepala buto .,neg,non-sarc
Makin lama dah makin teruk nampak..,neg,non-sarc
Ko mampos la Najibun. Pondan. Xde telor. Puii,neg,non-sarc
Butuh lah. ?,neg,non-sarc
kepala bana...ekonomi islam....juzuk mana ekonomi islam ada suruh brjudi dan buka kilang arak???,neg,non-sarc
Cet porah sembanggg je ko nie jib,neg,non-sarc
najib haram jadah ko mmg terbaik skrg nie...igt ape yg ko buat dkt rakyat suatu hari ko akan kena karma..tu semua nak sejuk kan hati rakyat..,neg,non-sarc
Kalau lah ado peluang den ludah an muko jiby ni,neg,non-sarc
Celah mane maju....penyapu...habis vape kwan aku...rugi 24k.....duit bapak kau kasi ke?????,neg,sarc
tak yah bangga naaa...kami pon xbangga gan anda...,neg,sarc
Butuh hang najib,neg,non-sarc
cerita lawak ni episod brapa dah?...lama dah tak tgk...,pos,sarc
Pui,neg,non-sarc
Paling maju? tapi still ada lagi benda haram kat malaysia ni. Lu pikir la sendiri. Assalamuailakum.,pos,sarc
Poyo la lu,neg,non-sarc
hanggok hang maju .,neg,non-sarc
Syoq sendiri ka apa org tua ni,neg,sarc
Huuuuuuuuuuhuuuhuuhuhuhu selamanya,pos,sarc
Maju amendenya kalau mata wang jatuh mendadak...lepas2 bajet tahun 2016 semuanya membebankan rakyat....kau nie menzalimi rakyat tau x...,neg,non-sarc
Woi org tua..tinggi sgt ko terbang tu!!!,neg,non-sarc
Negara islam plg maju apa bendanya jika rakyat hidup susah.rm merudum lepas u menganggur.lepasan ipg pun lama menunggu.baik mcm brunai rakyatnya tenang.,neg,non-sarc
Gembira buat najib tp tidak pd rakyat...,neg,non-sarc
Tahniah malaysia,pos,non-sarc
iyer ke ..ish ish ish,pos,sarc
agak2 nk menipu pn...mulut nk manis ja..tau la bibir pink mcm gay terlajak usia,neg,non-sarc
Ciittt pooorrdaahh... !!!! Hakkk tuuiii....,neg,non-sarc
Bangga dngan arak dan judi yg halal Ermmm,neg,sarc
Paling maju abah ko......rakyat susah ko tak tau lak.....sonang2 je......,neg,sarc
maju kat mana tu najib woiii,pos,sarc
Rasuah=derma...memang maju la....,neg,non-sarc
Syok sendiri,pos,sarc
Sape yg ckp cm tu... Meh aku libas die pkai pnyapu..hhuhuhuu...korang jgn fitnah pm...kang ke dlm,pos,sarc
bana kau,neg,non-sarc
Bapak KeNAIKkan...,neg,sarc
Mabuk ketum la lu najib.sndiri yg iktiraf bole la..,neg,non-sarc
"Najib, mabuk dok taik lembu ,minyak tina",neg,non-sarc
rkyat sush,neg,non-sarc
Taik..taik..taik beci plak aku??????,neg,non-sarc
Hakikatnyer....hmmmmmm,pos,sarc
Muju mg,neg,non-sarc
Apa lagi nak buat pulak pm rakyat xmampos lagi kutip la semua yg bank no aku xnk ka gaji masuk aku bg kat ang terus semua baru ati,neg,non-sarc
"awak je yg gembira jib,kami merana",neg,non-sarc
maju makcik dia,pos,sarc
Jgn jual cite ni kt fb. Xlaku. Tv3 ok,neg,sarc
Setuju jippp,pos,non-sarc
Maju pala uto,neg,non-sarc
Talk cock laa najib nie.....,neg,non-sarc
mmg...rakyat mnyesal ada PM mcm kau...,neg,non-sarc
Puiikk,neg,non-sarc
SS............Syiok Sendiri.....!!,pos,sarc
Ekonomi islam dengn rasuah? Cukai? Puihh.. jilake,neg,non-sarc
Tapi x ikot cara islam pon... sekian terima kasih...,neg,sarc
Jgn kncing la pak jib,neg,non-sarc
maju mende kenekan cukai kat org miskin!,neg,non-sarc
Hidup ajubbb,pos,sarc
Babi ko syok sendiri...,neg,non-sarc
Bukan UAE & turki ke yg negara islam yg maju. Pemberita nk ampu pn biar betul2.,neg,non-sarc
Terbaik dengan mengenakan GST yg menjerut leher golongan berpendapatan kecil dan miskin umpama “The Jaws.”,pos,sarc
Blah la najibai lanjau,neg,non-sarc
juboooo mu,neg,non-sarc
Klau negara mju rakyat sensara nk buat apa,neg,non-sarc
Aku gembira lg kalau si pengkhianat negara ini letak jawatan,neg,non-sarc
Nasiblah Malaysia dapat pm mcm ko nie Najib..cuba berselindung drpd kesusahan rakyat masih nk kata ekonomi Islam paling maju..apa yng boleh dibanggakan dgn pemimpin mcm ko nie...puuuuiiiihhhh,neg,non-sarc
Bohong lagi,neg,non-sarc
Taubat la jib ooiiiiiiii...dh muak rkyt,pos,sarc
Ni semua syok sendiri (SS),pos,sarc
Kencing,neg,non-sarc
"Yg kasi anugerah barua, yg terima anugerah lagi barua...sama2 barua tahi anjing",neg,non-sarc
Berangan atau angau monyet ni.rakyat dizalimi taknak comment.,neg,non-sarc
Kepala bana botak dia ekonomi melayu maju pala butuh betul la,neg,non-sarc
Ehh?? Kenapa aku tak tau? Kenapa aku tak rasa pun efeknya? Macam mana dia boleh comes out dengan statement konfiden macam ni??,pos,sarc
spa org tua ni?,pos,sarc
Ala maju pun sbb benda haram..nama je islam,neg,sarc
Pemimpin tk sedar diri...bnyk mkn rasuah...!!!!!!,neg,non-sarc
jibby bodos,neg,non-sarc
Islam Ala yahudi. Haram halal dah jadi rojak .,neg,non-sarc
ape maju?biar btul Brita BH ni...klu ye pn jgn la mgarut Sgt...puuuiiihhhh...jilake!!,neg,sarc
Paling panipu,neg,non-sarc
Kuba rabik,neg,non-sarc
Burit la,neg,non-sarc
hrap2 msih ad jiwa islamm...klu x g  maut,neg,sarc
Maju bg dia,pos,sarc
Semoga kekal mentadbir dan kekal selepas PRU 14.,pos,non-sarc
Umat islam pnye business ko cantas. Yang mne maju?,pos,non-sarc
"Najib dan kroni dia semua kata bagus..cukai naik bagus, ringgit jatuh bagus, ekonomi bagus, Brim bagus, 1 MDB bagus, TTPA bagus /. apalah bala malaysia ini ada pemimpin bangsat ..menyesal aku undi kau haramjadah",neg,non-sarc
Maju lah sangattt,pos,sarc
maju la sgt..ko berambus la jibb.,neg,sarc
Duit dlm acc dya mungkin mkn maju....setiap minit,pos,sarc
Pala untak d...,neg,non-sarc
"DIA NI WAYANG KUAT,, LAKUNAN PUN POI,,,, TAPI TAKDAK HASIL BUAT RAKYAT,,,,,! BILA NAK JEM PUN TAK TAU,,,,!",neg,sarc
Haha,pos,sarc
Tak tau la aku bila tgok muka dia ni.. terus mood hilang.. .haha,pos,sarc
"maju lah sangat...ak rase cukuplah bandingkan dgn negara UAE,negara yg penuh dgn bangunan pencakar langit n moden",pos,sarc
"Bukan Islam , Islam tidak corruption",neg,non-sarc
Memang lah ko gembira sebeb kau xde hati perut akal dan otak..,neg,non-sarc
Kepala bana ko jib.,neg,non-sarc
maju hasil jualan arak mungkin...,neg,non-sarc
Lanjiau,neg,non-sarc
Pm gmbira tpi rkyatnye mnderita,neg,non-sarc
Puik!!,neg,sarc
Pm gembira sebab byk duit dia nak mkn lagi....hahahaha,pos,sarc
Mengarut.,neg,non-sarc
Woiiii barua najib......celaka bole plak dia happy......dia ingat rakyat happy dengan kepimpinan negara........hg x payah nk bangga sangat la barua najib.......hg serupa org yg korek juboq ambil bau.......seakan@kan syeok sendiri........#UndurNAJIB #RakyatBersatu #UndiTidakPercaya #AyuhSemua #KIPIDAP Dh la hg salahguna kerajaan untuk mekpergunakn rakyat dengan cukai yg lebih2.......Waaaa x bole duk diam.......walaupon iman kuat mcm mana sekalipon serta penyabar.........dengan ada nya pemimpin yg x bertamadun......menyusahkn rakyat.....tu bukannya pemimpin........Pedajai org namanyer.......kita juga berdosa sebab pilih pemimpin yg jahil macam NAJIB......,neg,non-sarc
RAKYAT BELUM MAMPUS LAGI LAH NAJIB RAZAK.....BUATLAH SESUKA HATIMU....!!!!!,neg,non-sarc
Hahaha gelak abg,pos,sarc
Dubai ? UAE? Najib kaki kencing siapa percaya.,neg,sarc
Maju tengkorak hangggg,neg,sarc
"pusat judi, arak, kelab mlm, pelacur,,, xtau plk islam amalkn ekonomi cmni. good job bro  ??",pos,sarc
Duit brim tu duit cukai kita lah tu tau x......dh la barang mahal duit jadi kecil skrg ni susah hidupan skrg ni klau gaji rm1500.00 x cukup mkn skrg ni x mcm dulu mata wang besar skrg mata wang kecil je dh la bagi gaji kt pekerja pn kecil je tu kh dikatakn MAJU?????OOOIIII.........,neg,sarc
Beruk kau maju,neg,non-sarc
Pembohong,neg,non-sarc
Syok sendiri,pos,sarc
bangga dgn hasil org lain?  Tun majukan malaysia dia yg nak bangga? Rakyat tanggung segala cukai utk kestabilan negara dia yg bangga? Tak malu beb..,neg,non-sarc
"Muka tembok, paling maju makan duit rakyat....",neg,non-sarc
buto maju!!!!,neg,non-sarc
"Kpala bana mju.. Dubai,qatar,bahrain, ngn KSA Jaa nmpk mju.. Negara xnmpk ap pon.. Sama jaa mcm tun m perintah..",neg,non-sarc
Berbangga lah wahai teman sekalian,pos,non-sarc
Taaaiiikk,neg,non-sarc
Ko gembira dpt nama jek...rkyt yg sakit..hahaha,pos,sarc
byk fakta najib yg mcm xbetul,neg,non-sarc
pi mampos,neg,non-sarc
PM=Pelawak Malaysia,pos,sarc
maju kpala butu ko jibby.... ko la pm pling teruk.... abad ini..,neg,non-sarc
Ini semua pun dsbbkan ekonomi cina berniaga malaysia islam juga yg punya nama. Kikiki...,pos,sarc
Hakkkk puiiii,neg,non-sarc
Maju rakyat separuh nk papa kedana ..menteri kaya raya...2.6,neg,non-sarc
biarla die berilusi,pos,sarc
Penipu,neg,non-sarc
Bila majunya...banyak ngo-ngo lslam mengeluh tiada bantuan dari pihak kamu,neg,non-sarc
laaa..syok sendiri lagi?hahaha,pos,sarc
Kenyataan nya Rakyat jelata menderita!!!! Harap pujian kosong?,neg,sarc
